"","lab_number","sample_code","year","site","plot","top","bottom","pH","bray_p","olsen_p","total_carbon","inorganic_carbon","total_p","lead","bulk_density","ksat","k","loi_om","depth_increment_height","dry_mass","radius"
"714",714,"21.63.196.60-80",2021,63,196,60,80,7.2,84,NA,0.351,NA,399,4.5,0.642682817818701,NA,NA,NA,20,44.52,1.05
"715",715,"21.63.196.80-100",2021,63,196,80,100,7.2,65,NA,0.291,NA,320,7,1.18878998309457,NA,NA,NA,20,82.35,1.05
"716",716,"21.63.197.0-10",2021,63,197,0,10,7.4,22,NA,6.934,2.6,1458,31,2.3796009813395,NA,NA,NA,10,82.42,1.05
"717",717,"21.63.197.10-20",2021,63,197,10,20,7.5,30,38,4.69,2.5,574,68.5,2.33860324543193,NA,NA,NA,10,81,1.05
"718",718,"21.63.197.20-40",2021,63,197,20,40,7.3,29,NA,6.949,NA,781,38,0.624782397915395,NA,NA,NA,20,43.28,1.05
"719",719,"21.63.197.40-60",2021,63,197,40,60,7.4,22,NA,6.645,NA,718,30.5,0.658273506121581,NA,NA,NA,20,45.6,1.05
"720",720,"21.63.197.60-80",2021,63,197,60,80,7.5,20,34,5.845,3.7,643,47,0.866582424835055,NA,NA,NA,20,60.03,1.05
"721",721,"21.63.197.80-100",2021,63,197,80,100,7.4,24,NA,7.026,NA,782,41,0.712696556956632,NA,NA,NA,20,49.37,1.05
"722",722,"21.64.198.0-10",2021,64,198,0,10,7,142,NA,7.197,NA,1055,38,1.61190394064771,NA,NA,NA,10,55.83,1.05
"723",723,"21.64.198.10-20",2021,64,198,10,20,6.9,134,NA,6.67,NA,950,46,1.95056833656026,NA,NA,NA,10,67.56,1.05
"724",724,"21.64.198.20-40",2021,64,198,20,40,7,90,NA,4.093,NA,623,33.5,0.919706251644866,NA,NA,NA,20,63.71,1.05
"725",725,"21.64.198.40-60",2021,64,198,40,60,6.9,28,NA,0.487,NA,352,13,0.801765581798083,NA,NA,NA,20,55.54,1.05
"726",726,"21.64.198.60-80",2021,64,198,60,80,7,65,NA,2.121,NA,462,15,1.42683669616353,NA,NA,NA,20,98.84,1.05
"727",727,"21.64.198.80-100",2021,64,198,80,100,7,25,NA,0.445,NA,302,10,0.718326527732672,NA,NA,NA,20,49.76,1.05
"728",728,"21.64.199.0-10",2021,64,199,0,10,7.1,163,NA,10.186,NA,1832,37.5,1.7016947566143,NA,NA,NA,10,58.94,1.05
"729",729,"21.64.199.10-20",2021,64,199,10,20,7,142,NA,4.35,NA,836,43,1.9063947197021,NA,NA,NA,10,66.03,1.05
"730",730,"21.64.199.20-40",2021,64,199,20,40,7,90,NA,2.409,NA,591,20.5,1.15630938246357,NA,NA,NA,20,80.1,1.05
"731",731,"21.64.199.40-60",2021,64,199,40,60,7,51,NA,1.247,NA,391,25.5,1.09741122665269,NA,NA,NA,20,76.02,1.05
"732",732,"21.64.199.60-80",2021,64,199,60,80,7.1,44,NA,0.549,NA,455,13,0.711974765831499,NA,NA,NA,20,49.32,1.05
"733",733,"21.64.199.80-100",2021,64,199,80,100,7,110,NA,2.739,NA,827,12,0.253204326696766,NA,NA,NA,20,17.54,1.05
"734",734,"21.64.200.0-10",2021,64,200,0,10,6.9,28,NA,4.223,NA,597,66.5,1.46898929787132,NA,NA,NA,10,50.88,1.05
"735",735,"21.64.200.10-20",2021,64,200,10,20,7.4,11,NA,2.668,1.3,431,58,1.86828414829507,NA,NA,NA,10,64.71,1.05
"736",736,"21.64.200.20-40",2021,64,200,20,40,7.9,13,11,0.928,4.1,399,10,1.06146602862105,NA,NA,NA,20,73.53,1.05
"737",737,"21.64.200.40-60",2021,64,200,40,60,7.8,31,20,0.228,NA,418,0,0.852146602332388,NA,NA,NA,20,59.03,1.05
"738",738,"21.64.200.60-80",2021,64,200,60,80,7.8,36,26,0.3,0.2,389,7.5,0.874955201886601,NA,NA,NA,20,60.61,1.05
"739",739,"21.64.200.80-100",2021,64,200,80,100,7.8,31,17,0.551,NA,436,0,0.514492713995025,NA,NA,NA,20,35.64,1.05
"740",740,"21.65.201.0-10",2021,65,201,0,10,7.5,121,64,9.217,2.9,1687,24,1.8495175790416,NA,NA,NA,10,64.06,1.05
"741",741,"21.65.201.10-20",2021,65,201,10,20,7.4,62,NA,3.601,NA,766,18,1.13898639546037,NA,NA,NA,10,39.45,1.05
"742",742,"21.65.201.20-40",2021,65,201,20,40,7.6,32,20,1.532,2.4,521,15,1.15414400908817,NA,NA,NA,20,79.95,1.05
"743",743,"21.65.201.40-60",2021,65,201,40,60,7.5,51,27,2.073,NA,501,16,0.396263327698188,NA,NA,NA,20,27.45,1.05
"744",744,"21.65.201.60-80",2021,65,201,60,80,7.7,32,23,1.686,2,429,12.5,0.792526655396377,NA,NA,NA,20,54.9,1.05
"745",745,"21.65.201.80-100",2021,65,201,80,100,7.8,9,9,1.167,4.2,547,20.5,1.84561990696588,NA,NA,NA,20,127.85,1.05
"746",746,"21.65.202.0-10",2021,65,202,0,10,7,239,NA,14.578,NA,3050,38.5,1.26890879798436,NA,NA,NA,10,43.95,1.05
"747",747,"21.65.202.10-20",2021,65,202,10,20,7.6,49,42,1.891,NA,503,22,1.43780792126556,NA,NA,NA,10,49.8,1.05
"748",748,"21.65.202.20-40",2021,65,202,20,40,7.2,116,NA,4.469,NA,817,27.5,0.846227915106295,NA,NA,NA,20,58.62,1.05
"749",749,"21.65.202.40-60",2021,65,202,40,60,7.4,98,NA,2.742,1.5,693,53,1.44069508576609,NA,NA,NA,20,99.8,1.05
"750",750,"21.65.202.60-80",2021,65,202,60,80,7.4,100,NA,3.803,NA,881,24,0.313546064757911,NA,NA,NA,20,21.72,1.05
"751",751,"21.65.202.80-100",2021,65,202,80,100,7.9,5,5,1.006,NA,365,8,0.728142887034485,NA,NA,NA,20,50.44,1.05
"752",752,"21.65.203.0-10",2021,65,203,0,10,7.6,12,10,1.31,NA,354,14,1.3676498239026,NA,NA,NA,10,47.37,1.05
"753",753,"21.65.203.10-20",2021,65,203,10,20,7.9,7,7,1.103,NA,462,8.5,1.04486483274298,NA,NA,NA,10,36.19,1.05
"754",754,"21.65.203.20-40",2021,65,203,20,40,7.9,3,4,1.052,NA,451,12,0.495726144741559,NA,NA,NA,20,34.34,1.05
"755",755,"21.65.203.40-60",2021,65,203,40,60,7.6,28,17,1.611,1.5,417,17.5,0.864561409684681,NA,NA,NA,20,59.89,1.05
"756",756,"21.65.203.60-80",2021,65,203,60,80,7.6,22,16,1.651,1.6,305,16,0.91956189341984,NA,NA,NA,20,63.7,1.05
"757",757,"21.65.203.80-100",2021,65,203,80,100,7.7,7,5,1.111,3.5,369,6,0.914220639093853,NA,NA,NA,20,63.33,1.05
"758",758,"21.66.204.0-10",2021,66,204,0,10,7,98,NA,7.352,NA,751,83,1.38006463125489,NA,NA,NA,10,47.8,1.05
"759",759,"21.66.204.10-20",2021,66,204,10,20,7,75,NA,7.41,NA,716,86,0.663181685772487,NA,NA,NA,10,22.97,1.05
"760",760,"21.66.204.20-40",2021,66,204,20,40,7.1,64,NA,5.169,NA,572,62.5,0.615976546188769,NA,NA,NA,20,42.67,1.05
"761",761,"21.66.204.40-60",2021,66,204,40,60,7.1,25,NA,2.497,NA,348,38,1.4304456517892,NA,NA,NA,20,99.09,1.05
"762",762,"21.66.204.60-80",2021,66,204,60,80,7.1,29,NA,1.49,NA,288,15,0.725111364308925,NA,NA,NA,20,50.23,1.05
"763",763,"21.66.205.0-10",2021,66,205,0,10,7,31,NA,5.028,NA,493,56.5,1.04284381759261,NA,NA,NA,10,36.12,1.05
"764",764,"21.66.205.10-20",2021,66,205,10,20,7.3,15,NA,3.569,NA,337,31,1.45599705761892,NA,NA,NA,10,50.43,1.05
"765",765,"21.66.205.20-40",2021,66,205,20,40,7.5,3,3,2.179,0.2,216,53.5,1.30009017459012,NA,NA,NA,20,90.06,1.05
"766",766,"21.66.205.40-60",2021,66,205,40,60,7.6,10,8,1.108,0.2,329,16,1.61031600017242,NA,NA,NA,20,111.55,1.05
"767",767,"21.66.205.60-80",2021,66,205,60,80,7.6,11,5,1.21,1.4,291,12.5,0.450542020308213,NA,NA,NA,20,31.21,1.05
"768",768,"21.66.206.0-10",2021,66,206,0,10,7,103,NA,6.213,1.2,690,77.5,0.883761053613227,NA,NA,NA,10,30.61,1.05
"769",769,"21.66.206.10-20",2021,66,206,10,20,7,96,NA,5.994,1.2,653,48.5,1.21001064217348,NA,NA,NA,10,41.91,1.05
"770",770,"21.66.206.20-40",2021,66,206,20,40,7.1,49,NA,1.35,NA,304,24,1.38656075138109,NA,NA,NA,20,96.05,1.05
"771",771,"21.66.206.40-60",2021,66,206,40,60,7.2,54,NA,1.58,NA,330,12.5,0.541776418525064,NA,NA,NA,20,37.53,1.05
"772",772,"21.66.206.60-80",2021,66,206,60,80,7.1,77,NA,2.851,NA,511,19.5,0.751528919488805,NA,NA,NA,20,52.06,1.05
"773",773,"21.66.206.80-100",2021,66,206,80,100,7.3,23,NA,0.305,NA,246,0,2.01567389604729,NA,NA,NA,20,139.63,1.05
"774",774,"21.67.207.0-10",2021,67,207,0,10,7.2,52,NA,7.961,NA,545,186,0.548849971551371,NA,NA,NA,10,19.01,1.05
"775",775,"21.67.207.10-20",2021,67,207,10,20,7.2,28,NA,6.707,NA,557,206,0.89530971161536,NA,NA,NA,10,31.01,1.05
"776",776,"21.67.207.20-40",2021,67,207,20,40,7.4,16,NA,8.756,NA,251,102,0.800321999547817,NA,NA,NA,20,55.44,1.05
"777",777,"21.67.207.40-60",2021,67,207,40,60,7.6,14,5,4.36,NA,259,74.5,1.76578980852613,NA,NA,NA,20,122.32,1.05
"778",778,"21.67.207.60-80",2021,67,207,60,80,7.6,20,10,4.148,NA,339,58.5,2.63006250176076,NA,NA,NA,20,182.19,1.05
"779",779,"21.67.207.80-100",2021,67,207,80,100,7.5,14,8,2.705,NA,281,23.5,3.79099134742518,NA,NA,NA,20,262.61,1.05
"780",780,"21.67.208.0-10",2021,67,208,0,10,5.8,25,NA,3.201,NA,449,87,1.05612477429506,NA,NA,NA,10,36.58,1.05
"781",781,"21.67.208.10-20",2021,67,208,10,20,6.4,20,NA,2.522,NA,421,95.5,1.47938309007324,NA,NA,NA,10,51.24,1.05
"782",782,"21.67.208.20-40",2021,67,208,20,40,7.4,21,NA,1.194,NA,324,40.5,1.51258548182937,NA,NA,NA,20,104.78,1.05
"783",783,"21.67.208.40-60",2021,67,208,40,60,7,16,NA,0.31,NA,195,0,1.86886158119517,NA,NA,NA,20,129.46,1.05
"784",784,"21.67.208.60-80",2021,67,208,60,80,7,18,NA,0.601,NA,256,19,1.32174390834412,NA,NA,NA,20,91.56,1.05
"785",785,"21.67.208.80-100",2021,67,208,80,100,7.2,20,NA,0.423,NA,238,12.5,1.5278874536822,NA,NA,NA,20,105.84,1.05
"786",786,"21.67.209.0-10",2021,67,209,0,10,6.3,349,NA,3.62,NA,1438,102,1.04486483274298,NA,NA,NA,10,36.19,1.05
"787",787,"21.67.209.10-20",2021,67,209,10,20,6.5,241,NA,3.077,NA,1003,83,2.00195986466975,NA,NA,NA,10,69.34,1.05
"788",788,"21.67.209.20-40",2021,67,209,20,40,6.7,224,NA,2.051,NA,910,61,1.49930452512692,NA,NA,NA,20,103.86,1.05
"789",789,"21.67.209.40-60",2021,67,209,40,60,6.8,255,NA,2.111,NA,684,30,0.952475568725919,NA,NA,NA,20,65.98,1.05
"790",790,"21.67.209.60-80",2021,67,209,60,80,7.2,141,NA,0.716,NA,706,9,2.25256574331604,NA,NA,NA,20,156.04,1.05
"791",791,"21.67.209.80-100",2021,67,209,80,100,6.7,292,NA,1.472,NA,895,31.5,2.67481355151903,NA,NA,NA,20,185.29,1.05
"792",792,"21.68.210.0-10",2021,68,210,0,10,6.7,50,NA,4.062,NA,534,35,1.03620333924138,NA,NA,NA,10,35.89,1.05
"793",793,"21.68.210.10-20",2021,68,210,10,20,6.8,29,NA,3.149,NA,437,29.5,1.57899026534163,NA,NA,NA,10,54.69,1.05
"794",794,"21.68.210.20-40",2021,68,210,20,40,7.1,10,NA,1.216,NA,351,12,1.25490605015678,NA,NA,NA,20,86.93,1.05
"795",795,"21.68.210.40-60",2021,68,210,40,60,7.2,11,NA,1.02,NA,373,10,0.611790157662995,NA,NA,NA,20,42.38,1.05
"796",796,"21.68.210.60-80",2021,68,210,60,80,7.3,6,NA,0.383,NA,323,0,1.52341234870637,NA,NA,NA,20,105.53,1.05
"797",797,"21.68.210.80-100",2021,68,210,80,100,7,10,NA,0.317,NA,273,0,1.05266017689442,NA,NA,NA,20,72.92,1.05
"798",798,"21.68.211.0-10",2021,68,211,0,10,7.2,170,NA,5.777,NA,720,47,0.661449387072167,NA,NA,NA,10,22.91,1.05
"799",799,"21.68.211.10-20",2021,68,211,10,20,7.1,154,NA,5.073,NA,823,46.5,1.34686223949876,NA,NA,NA,10,46.65,1.05
"800",800,"21.68.211.20-40",2021,68,211,20,40,7.2,117,NA,2.425,NA,686,36.5,1.36750546567757,NA,NA,NA,20,94.73,1.05
"801",801,"21.68.211.40-60",2021,68,211,40,60,7.5,65,30,1.694,1,449,27,1.39709890180804,NA,NA,NA,20,96.78,1.05
"802",802,"21.68.211.60-80",2021,68,211,60,80,7.6,65,37,2.48,2.5,530,28,1.5148952134298,NA,NA,NA,20,104.94,1.05
"803",803,"21.68.211.80-100",2021,68,211,80,100,7.5,90,46,3.108,2.6,634,26.5,1.24133637700427,NA,NA,NA,20,85.99,1.05
"804",804,"21.68.212.0-10",2021,68,212,0,10,7.9,34,20,1.951,NA,378,35.5,1.52586643853182,NA,NA,NA,10,52.85,1.05
"805",805,"21.68.212.10-20",2021,68,212,10,20,7.7,26,14,1.964,NA,509,44,1.33848946244721,NA,NA,NA,10,46.36,1.05
"806",806,"21.68.212.20-40",2021,68,212,20,40,7.9,23,15,0.641,0.1,430,14,0.914653713768933,NA,NA,NA,20,63.36,1.05
"807",807,"21.68.212.40-60",2021,68,212,40,60,8,25,18,0.291,0.1,433,0,1.70674729449023,NA,NA,NA,20,118.23,1.05
"808",808,"21.68.212.60-80",2021,68,212,60,80,8.1,31,17,1.636,1.1,404,15,1.24826557180555,NA,NA,NA,20,86.47,1.05
"809",809,"21.68.212.80-100",2021,68,212,80,100,7.7,39,17,2.064,0.2,514,53,1.68162896333559,NA,NA,NA,20,116.49,1.05
"810",810,"21.69.213.0-10",2021,69,213,0,10,7.1,78,NA,8.628,NA,754,34.5,0.969509839279065,NA,NA,NA,10,33.58,1.05
"811",811,"21.69.213.10-20",2021,69,213,10,20,7.2,37,NA,8.373,NA,1049,46,0.844784332856029,NA,NA,NA,10,29.26,1.05
"812",812,"21.69.213.20-40",2021,69,213,20,40,7.2,13,NA,9.147,NA,712,36.5,0.657262998546394,NA,NA,NA,20,45.53,1.05
"813",813,"21.69.213.40-60",2021,69,213,40,60,7.3,1,NA,8.946,NA,584,39.5,0.973696227804838,NA,NA,NA,20,67.45,1.05
"814",814,"21.69.213.60-80",2021,69,213,60,80,7.3,1,NA,12.456,NA,515,28,0.742723067762178,NA,NA,NA,20,51.45,1.05
"815",815,"21.69.213.80-100",2021,69,213,80,100,7.3,0,NA,15.526,NA,533,24.5,0.764088085066124,NA,NA,NA,20,52.93,1.05
"816",816,"21.69.214.0-10",2021,69,214,0,10,6.8,34,NA,19.54,NA,897,49,0.375331385069322,NA,NA,NA,10,13,1.05
"817",817,"21.69.214.10-20",2021,69,214,10,20,7.3,9,NA,5.542,NA,456,25,1.29142868108852,NA,NA,NA,10,44.73,1.05
"818",818,"21.69.214.20-40",2021,69,214,20,40,7.4,2,NA,6.916,3.8,402,51.5,1.35956576330111,NA,NA,NA,20,94.18,1.05
"819",819,"21.69.214.40-60",2021,69,214,40,60,7.4,0,NA,8.046,14.8,339,21.5,1.00040249943477,NA,NA,NA,20,69.3,1.05
"820",820,"21.69.214.60-80",2021,69,214,60,80,7.2,1,NA,15.606,NA,460,18.5,0.859797588258801,NA,NA,NA,20,59.56,1.05
"821",821,"21.69.214.80-100",2021,69,214,80,100,7.1,6,NA,16.093,NA,301,42,0.609769142512622,NA,NA,NA,20,42.24,1.05
"822",822,"21.69.215.0-10",2021,69,215,0,10,6.7,30,NA,27.266,NA,1128,28,1.6107490748475,NA,NA,NA,10,55.79,1.05
"823",823,"21.69.215.10-20",2021,69,215,10,20,7.2,60,NA,4.179,NA,465,31.5,0.281787255252045,NA,NA,NA,10,9.76,1.05
"824",824,"21.69.215.20-40",2021,69,215,20,40,7.3,22,NA,6.314,NA,365,32.5,1.68754765056168,NA,NA,NA,20,116.9,1.05
"825",825,"21.69.215.40-60",2021,69,215,40,60,7.3,18,NA,7.462,NA,512,45.5,1.18489231101885,NA,NA,NA,20,82.08,1.05
"826",826,"21.69.215.60-80",2021,69,215,60,80,7.1,55,NA,10.207,NA,645,40,0.419649360152508,NA,NA,NA,20,29.07,1.05
"827",827,"21.69.215.80-100",2021,69,215,80,100,7.1,10,NA,8.51,NA,630,33,0.595477678234983,NA,NA,NA,20,41.25,1.05
"828",828,"21.70.216.0-10",2021,70,216,0,10,7.2,81,NA,8.031,NA,853,81,1.02378853188909,NA,NA,NA,10,35.46,1.05
"829",829,"21.70.216.10-20",2021,70,216,10,20,7.1,92,NA,8.385,NA,851,91.5,1.00531067908568,NA,NA,NA,10,34.82,1.05
"830",830,"21.70.216.20-40",2021,70,216,20,40,7.3,68,NA,5.423,NA,673,184,1.29113996463847,NA,NA,NA,20,89.44,1.05
"831",831,"21.70.216.40-60",2021,70,216,40,60,7.4,38,NA,4.299,1.4,618,1595,1.62850513652578,NA,NA,NA,20,112.81,1.05
"832",832,"21.70.216.60-80",2021,70,216,60,80,7.3,88,NA,4.854,NA,746,144.5,1.21203165732386,NA,NA,NA,20,83.96,1.05
"833",833,"21.70.216.80-100",2021,70,216,80,100,7.4,54,NA,1.436,0.7,441,24.5,3.35474079139461,NA,NA,NA,20,232.39,1.05
"834",834,"21.70.217.0-10",2021,70,217,0,10,7.1,98,NA,7.668,NA,1003,76.5,0.831792092603629,NA,NA,NA,10,28.81,1.05
"835",835,"21.70.217.10-20",2021,70,217,10,20,7.3,55,NA,5.665,NA,879,51.5,2.15122626934732,NA,NA,NA,10,74.51,1.05
"836",836,"21.70.217.20-40",2021,70,217,20,40,7.1,57,NA,5.57,NA,717,89.5,1.83782456281444,NA,NA,NA,20,127.31,1.05
"837",837,"21.70.217.40-60",2021,70,217,40,60,7.2,101,NA,5.912,NA,832,328.5,2.71638872032671,NA,NA,NA,20,188.17,1.05
"838",838,"21.70.217.60-80",2021,70,217,60,80,7.2,89,NA,5.719,NA,651,204.5,3.16288871033417,NA,NA,NA,20,219.1,1.05
"839",839,"21.70.218.0-10",2021,70,218,0,10,7.4,19,NA,5.459,NA,547,47.5,0.835256690004269,NA,NA,NA,10,28.93,1.05
"840",840,"21.70.218.10-20",2021,70,218,10,20,7.5,26,15,5.361,NA,767,136,1.0336048911909,NA,NA,NA,10,35.8,1.05
"841",841,"21.70.218.20-40",2021,70,218,20,40,7.5,96,31,5.088,4,899,411.5,1.78830969163029,NA,NA,NA,20,123.88,1.05
"842",842,"21.70.218.40-60",2021,70,218,40,60,7.5,34,13,7.919,2.1,435,321,2.03530661465091,NA,NA,NA,20,140.99,1.05
"843",843,"21.70.218.60-80",2021,70,218,60,80,7.5,30,14,3.915,1,503,306.5,1.36736110745255,NA,NA,NA,20,94.72,1.05
"844",844,"21.70.218.80-100",2021,70,218,80,100,7.7,53,25,1.37,0.8,353,58,1.34411943322325,NA,NA,NA,20,93.11,1.05
"845",845,"21.71.219.0-10",2021,71,219,0,10,7.3,167,NA,6.687,NA,1300,72,0.974129302479918,NA,NA,NA,10,33.74,1.05
"846",846,"21.71.219.10-20",2021,71,219,10,20,7.3,166,NA,6.309,NA,982,54,1.57148363764025,NA,NA,NA,10,54.43,1.05
"847",847,"21.71.219.20-40",2021,71,219,20,40,7.6,59,45,3.35,6.5,622,27,1.92660487120584,NA,NA,NA,20,133.46,1.05
"848",848,"21.71.219.40-60",2021,71,219,40,60,7.6,17,65,5.842,11.5,574,40,1.97381001078956,NA,NA,NA,20,136.73,1.05
"849",849,"21.71.219.60-80",2021,71,219,60,80,7.6,27,61,4.35,11.5,574,50.5,1.84100044376503,NA,NA,NA,20,127.53,1.05
"850",850,"21.71.219.80-100",2021,71,219,80,100,7.7,26,66,4.462,12.5,592,33,1.59616889411981,NA,NA,NA,20,110.57,1.05
"851",851,"21.71.220.0-10",2021,71,220,0,10,7.2,133,NA,4.512,NA,770,128.5,1.12917003615855,NA,NA,NA,10,39.11,1.05
"852",852,"21.71.220.10-20",2021,71,220,10,20,7.1,201,NA,3.728,NA,915,116.5,1.44473711606684,NA,NA,NA,10,50.04,1.05
"853",853,"21.71.220.20-40",2021,71,220,20,40,7.2,186,NA,2.047,NA,745,63,1.78932019920548,NA,NA,NA,20,123.95,1.05
"854",854,"21.71.220.40-60",2021,71,220,40,60,7.2,154,NA,1.266,NA,607,29.5,1.94464964933417,NA,NA,NA,20,134.71,1.05
"855",855,"21.71.220.60-80",2021,71,220,60,80,7.2,130,NA,1.123,NA,523,20,1.86294289396908,NA,NA,NA,20,129.05,1.05
"856",856,"21.71.220.80-100",2021,71,220,80,100,7.3,106,NA,2.115,NA,634,27.5,1.48977688227516,NA,NA,NA,20,103.2,1.05
"857",857,"21.71.221.0-10",2021,71,221,0,10,7.3,151,NA,12.852,NA,1060,45,0.617275770214009,NA,NA,NA,10,21.38,1.05
"858",858,"21.71.221.10-20",2021,71,221,10,20,7.4,121,NA,5.533,NA,869,44,1.25764885643228,NA,NA,NA,10,43.56,1.05
"859",859,"21.71.221.20-40",2021,71,221,20,40,7.6,59,40,3.17,3.9,579,43.5,1.27901387373623,NA,NA,NA,20,88.6,1.05
"860",860,"21.71.221.40-60",2021,71,221,40,60,7.6,40,37,4.401,9.8,577,116,1.36216421135159,NA,NA,NA,20,94.36,1.05
"861",861,"21.71.221.60-80",2021,71,221,60,80,7.7,2,38,5.37,NA,563,31.5,0.658562222571634,NA,NA,NA,20,45.62,1.05
"862",862,"21.71.221.80-100",2021,71,221,80,100,7.9,3,23,6.428,26.1,377,21.5,1.43621998079026,NA,NA,NA,20,99.49,1.05
"863",863,"21.72.222.0-10",2021,72,222,0,10,7.3,102,NA,10.226,NA,917,65.5,0.80061071599787,NA,NA,NA,10,27.73,1.05
"864",864,"21.72.222.10-20",2021,72,222,10,20,7.3,81,NA,7.351,NA,823,72,1.16006269631426,NA,NA,NA,10,40.18,1.05
"865",865,"21.72.222.20-40",2021,72,222,20,40,7.6,36,24,3.002,NA,662,26.5,1.21722855342482,NA,NA,NA,20,84.32,1.05
"866",866,"21.72.222.40-60",2021,72,222,40,60,8,2,12,3.756,10.3,474,16,1.69216711376254,NA,NA,NA,20,117.22,1.05
"867",867,"21.72.222.60-80",2021,72,222,60,80,8,5,3,5.461,NA,672,41,1.08254232947494,NA,NA,NA,20,74.99,1.05
"868",868,"21.72.223.0-10",2021,72,223,0,10,7.1,103,NA,9.654,NA,921,48,0.866149350159975,NA,NA,NA,10,30,1.05
"869",869,"21.72.223.10-20",2021,72,223,10,20,7.2,101,NA,4.913,NA,724,44,1.39334558795735,NA,NA,NA,10,48.26,1.05
"870",870,"21.72.223.20-40",2021,72,223,20,40,7.4,59,NA,3.632,6.5,550,29,1.981605354941,NA,NA,NA,20,137.27,1.05
"871",871,"21.72.223.40-60",2021,72,223,40,60,7.5,46,37,3.652,4.1,634,23,2.03169765902525,NA,NA,NA,20,140.74,1.05
"872",872,"21.72.223.60-80",2021,72,223,60,80,7.6,30,24,3.043,5.2,544,13,2.67827814891967,NA,NA,NA,20,185.53,1.05
"873",873,"21.72.223.80-100",2021,72,223,80,100,NA,NA,NA,NA,NA,NA,0,0.00765098592641311,NA,NA,NA,20,0.53,1.05
"874",874,"21.72.224.0-10",2021,72,224,0,10,7.2,139,NA,8.172,NA,1252,74.5,0.909456817667973,NA,NA,NA,10,31.5,1.05
"875",875,"21.72.224.10-20",2021,72,224,10,20,7.3,142,NA,6.968,NA,1084,65.5,1.20567989542268,NA,NA,NA,10,41.76,1.05
"876",876,"21.72.224.20-40",2021,72,224,20,40,7.5,84,54,4.04,4.6,729,127,1.42048493426236,NA,NA,NA,20,98.4,1.05
"877",877,"21.72.224.40-60",2021,72,224,40,60,7.5,86,50,4.203,5.1,737,43.5,2.20564932018238,NA,NA,NA,20,152.79,1.05
"878",878,"21.72.224.60-80",2021,72,224,60,80,7.6,NA,42,3.749,4.6,NA,23,1.60410859649627,NA,NA,NA,20,111.12,1.05
"879",879,"C22.01.01.0-10",2022,1,1,0,10,6.5,35,NA,3.214,NA,490,0,0.546540239950944,NA,NA,NA,10,18.93,1.05
"880",880,"C22.01.01.10-20",2022,1,1,10,20,NA,NA,NA,NA,NA,NA,7,0.500923040842519,NA,NA,NA,10,17.35,1.05
"881",881,"C22.01.01.20-40",2022,1,1,20,40,7.1,26,NA,0.444,NA,344,0,0.880873889112694,NA,NA,NA,20,61.02,1.05
"882",882,"C22.01.01.40-60",2022,1,1,40,60,7.1,28,NA,0.309,NA,311,0,1.2333966746278,NA,NA,NA,20,85.44,1.05
"883",883,"C22.01.01.60-80",2022,1,1,60,80,7.1,48,NA,0.503,NA,413,0,1.96716953243833,NA,NA,NA,20,136.27,1.05
"884",884,"C22.01.02.0-10",2022,1,2,0,10,7.6,47,21,2.147,NA,483,14,1.21896085212514,NA,NA,NA,10,42.22,1.05
"885",885,"C22.01.02.10-20",2022,1,2,10,20,7.8,26,10,0.379,NA,266,9,1.21809470277498,NA,NA,NA,10,42.19,1.05
"886",886,"C22.01.02.20-40",2022,1,2,20,40,7.3,45,NA,1.996,NA,504,22,0.627958278865982,NA,NA,NA,20,43.5,1.05
"887",887,"C22.01.02.40-60",2022,1,2,40,60,7.3,66,NA,1.528,NA,488,13,0.732906708460365,NA,NA,NA,20,50.77,1.05
"888",888,"C22.01.02.60-80",2022,1,2,60,80,7.2,88,NA,0.976,NA,546,12,0.913354489743693,NA,NA,NA,20,63.27,1.05
"889",889,"C22.01.02.80-100",2022,1,2,80,100,7.2,53,NA,0.741,NA,297,10,1.2523076021063,NA,NA,NA,20,86.75,1.05
"890",890,"C22.01.03.0-10",2022,1,3,0,10,7.3,61,NA,3.399,NA,603,16,1.61190394064771,NA,NA,NA,10,55.83,1.05
"891",891,"C22.01.03.10-20",2022,1,3,10,20,7.2,51,NA,1.131,NA,374,14,1.45657449051902,NA,NA,NA,10,50.45,1.05
"892",892,"C22.01.03.20-40",2022,1,3,20,40,7.2,48,NA,1.156,NA,517,6,1.47909437362318,NA,NA,NA,20,102.46,1.05
"893",893,"C22.01.03.40-60",2022,1,3,40,60,7.7,37,14,0.289,NA,491,9,1.16843547336581,NA,NA,NA,20,80.94,1.05
"894",894,"C22.01.04.0-10",2022,1,4,0,10,6.4,321,NA,6.952,NA,1458,0,0.423258315778174,NA,NA,NA,10,14.66,1.05
"895",895,"C22.01.04.10-20",2022,1,4,10,20,6.8,153,NA,4.985,NA,713,12,0.665780133822967,NA,NA,NA,10,23.06,1.05
"896",896,"C22.01.04.20-40",2022,1,4,20,40,6.9,140,NA,3.47,NA,661,12,0.402037656699255,NA,NA,NA,20,27.85,1.05
"897",897,"C22.01.04.40-60",2022,1,4,40,60,7.7,22,14,2.815,NA,271,9,1.04515354919304,NA,NA,NA,20,72.4,1.05
"898",898,"C22.01.04.60-80",2022,1,4,60,80,7.2,51,NA,0.665,NA,304,9,1.25808193110736,NA,NA,NA,20,87.15,1.05
"899",899,"C22.02.01.0-10",2022,2,1,0,10,7.4,21,NA,3.272,NA,614,19,0.585805677158196,NA,NA,NA,10,20.29,1.05
